volid,dateused,pubdate,birthdate,firstpub,gender,nation,allwords,logistic,realclass,trainflag,author,title,genretags
21412,1977,1977,1928,1977,m,us,12.81409114,0.648714753,1,1,"Dick, Philip K,",A scanner darkly,teamblack | chiscifi
20075,1952,1952,1908,1952,m,us,10.53537368,0.12117989,0,1,"Powell, Richard,",A shot in the dark,teamblack | chirandom | chimyst
22325,1985,1985,1968,1985,m,us,12.22978302,0.057332535,0,1,"Collins, Max Allan,",A shroud for Aquarius,teamred | chirandom | chimyst
dul1.ark+=13960=t3zs3df24,1888,1888,1833,1888,m,us,14.82110655,0.988127831,1,1,"De Mille, James,",A strange manuscript foun,teamblack | anatscifi | locscifi
dul1.ark+=13960=t1qf9cr59,1906,1906,1851,1906,m,uk,15.05113135,0.757670395,1,1,"Ford, Douglas Morey.",A time of terror,teamblack | locscifi | stew
21672,1979,1979,1944,1979,m,us,12.70513191,0.961334104,1,1,"Stasheff, Christopher,",A wizard in Bedlam,teamred | chifantasy | chiscifi
inu.30000042750632,1901,1901,1865,1901,f,au,15.45039586,0.532751984,1,1,"Ling, M. A. Moore Bentley",A woman of Mars,femscifi | teamred
20677,1966,1966,1922,1966,m,us,11.85326849,0.033855328,0,1,"Capps, Benjamin,",A woman of the people,teamred | chirandom
21351,1976,1976,1938,1976,m,us,10.50571762,0.99532101,1,1,"Niven, Larry,",A world out of time,teamblack | chiscifi
20505,1962,1962,1918,1962,f,us,12.0495196,0.80612406,1,1,"L'Engle, Madeleine,",A wrinkle in time,teamblack | chifantasy | chiscifi
nyp.33433075843544,1892,1892,1833,1892,m,fr,16.58579126,0.007530683,0,1,"Theuriet, Andr?,",A young man of the period,teamred | random
dul1.ark+=13960=t3dz0xh78,1880,1880,1836,1880,m,uk,19.46184022,0.998743398,1,1,"Greg, Percy,",Across the zodiac,teamblack | anatscifi | locscifi
uc1.b3578701,1880,1880,1836,1880,m,uk,17.66598768,0.857899763,1,1,"Greg, Percy,",Across the zodiac,teamblack | anatscifi | locscifi
mdp.39015078569723,1880,1880,1836,1880,m,uk,16.8030693,0.456740607,1,1,"Greg, Percy,",Across the zodiac,teamred | anatscifi
20837,1969,1969,1899,1969,m,us,18.61740323,0.153401652,0,1,"Nabokov, Vladimir Vladimi",Ada,teamblack | chirandom
20582,1964,1964,1914,1964,m,us,15.06053519,0.196895609,0,1,"Fast, Howard,",Agrippa's daughter,teamblack | chirandom
21670,1979,1979,0,1979,m,us,12.5237413,0.795920891,1,1,"Schulman, J. Neil 1953-",Alongside night,teamblack | chiscifi
uiuo.ark+=13960=t9474zg09,1883,1883,1829,1883,m,uk,19.40058606,0.084022124,0,1,"Oliphant, Laurence,",Altiora Peto,teamred | random
coo.31924013525971,1908,1908,1855,1908,m,uk,13.38118435,0.010024805,0,1,"Moore, Frank Frankfort,",An amateur adventuress,teamred | random
10181,1946,1946,1905,1946,f,us,12.02241541,0.954856747,1,1,"Rand, Ayn,",Anthem,teamred | chiscifi
21734,1980,1980,1927,1980,m,us,11.72656143,0.42983357,0,1,"Herzog, Arthur,",Aries rising,teamred | chirandom
22305,1985,1985,1941,1985,m,us,11.98113002,0.934237293,1,1,"Benford, Gregory,",Artifact,teamblack | chiscifi
uiuo.ark+=13960=t0ft97228,1876,1876,1830,1876,m,uk,15.01046194,0.03161325,0,1,"Robinson, Frederick Willi",As long as she lived,teamred | random
20683,1966,1966,1942,1966,m,us,11.93920038,0.979051652,1,1,"Delany, Samuel R,",Babel-17,teamred | chiscifi
21967,1982,1982,1911,1982,m,us,10.9003249,0.984636567,1,1,"Hubbard, L. Ron,",Battlefield earth,teamred | chirandom | chiscifi
uc2.ark+=13960=t17m0b23x,1895,1895,0,1895,m,,13.14672401,0.060037906,1,1,"Besant, Walter,",Beyond the dreams of avar,locscifi | teamred | stew
10361,1931,1931,1895,1931,m,us,13.1181613,0.604093586,1,1,"Schuyler, George S.",Black no more,teamblack | chiscifi
22723,1987,1987,1933,1987,m,us,10.78888877,0.065020751,0,1,"Logue, John,",Boats against the current,teamblack | chirandom
23825,1992,1992,1952,1992,m,us,11.65465731,0.128095763,0,1,"McCammon, Robert R,",Boy's life,chirandom
11043,1932,1932,1894,1932,m,uk,12.86505424,0.847039833,1,1,"Huxley, Aldous,",Brave new world,chiutopia | teamblack | chiscifi
21147,1973,1973,1922,1973,m,us,12.32009498,0.533917868,1,1,"Vonnegut, Kurt,",Breakfast of Champions,teamred | chiscifi
10090,1931,1931,1887,1931,m,us,10.96691707,0.999732183,1,1,"Cummings, Ray,",Brigands of the moon,teamblack | chiscifi
11396,1933,1933,1879,1933,f,au,11.97311687,0.061537248,0,1,"Franklin, Miles,",Bring the monkey,teamred | chirandom | chimyst
24690,1998,1998,1960,1998,f,us,11.78437544,0.365027565,1,1,"Hopkinson, Nalo,",Brown girl in the ring,chirandom | chiscifi
10679,1942,1942,1884,1942,m,us,11.72637957,0.543782725,1,1,"Merritt, Abraham,",Burn: witch: burn!,stew | teamred | chimyst | chiscifi
21221,1974,1974,1933,1974,m,us,13.92603641,0.498869681,0,1,"Stark, Richard,",Butcher's moon,teamblack | crime | chirandom
nyp.33433039680552,1890,1890,1831,1890,m,us,15.88657155,0.98087045,1,1,"Donnelly, Ignatius,",C?sar's column,teamred | anatscifi
njp.32101067645505,1836,1836,1772,1836,f,us,18.17988039,0.017989726,1,1,"Griffith, Mary,","Camperdown, or, News from",teamblack | locscifi
4698,1922,1922,1880,1922,m,us,13.44032032,0.119095008,0,1,"Kyne, Peter B.",Cappy Ricks retires,teamred | chirandom
21453,1977,1977,0,1977,f,us,11.95874548,0.042967894,0,1,"Michaels, Fern,",Captive passions,teamblack | chirandom
20563,1963,1963,1922,1963,m,us,12.14231905,0.142055185,1,1,"Vonnegut, Kurt,",Cat's Cradle,teamblack | chiscifi
21981,1982,1982,1938,1982,f,us,12.63753571,0.759602478,1,1,"Lorrah, Jean,",Channel's destiny,teamblack | stew | chiscifi
22168,1984,1984,1942,1984,f,us,11.49833039,0.806136099,1,1,"Cherryh, C. J,",Chanur's venture,teamred | chifantasy | chiscifi
20390,1959,1959,1903,1959,f,us,14.51878668,0.303288405,0,1,"Nin, Anais,",Children of the albatross,teamred | chirandom
25578,1995,1995,1951,1995,f,us,14.20408523,0.992799891,1,1,"Hambly, Barbara,",Children of the Jedi,chirandom | chiscifi
26019,1999,1999,1950,1999,m,us,11.70837362,0.937058663,0,1,"Harlow, Bill,",Circle William,chirandom
20573,1964,1964,1922,1964,m,us,13.07284481,0.987860472,1,1,"Clement, Hal,",Close to critical,teamblack | chiscifi
20655,1965,1965,1919,1965,m,us,11.27953995,0.9954884,1,1,"Raphael, Rick,",Code three,stew | teamred | chiscifi
21500,1978,1978,1932,1978,m,us,11.40712017,0.977275062,1,1,"Bova, Ben,",Colony,stew | teamred | chiscifi
23514,1964,1964,1905,1964,m,uk,13.94826421,0.034560947,0,1,"Snow, C. P.",Corridors of power,teamblack | chirandom
11364,1932,1932,1909,1932,f,uk,12.05226201,0.000389495,0,1,"Evans, Margiad,",Country dance,teamred | chirandom
20750,1967,1967,1895,1967,m,us,12.1101024,0.023519509,0,1,"McNichols, Charles Longstreth,",Crazy weather,teamred | chirandom
11877,1949,1949,1890,1949,f,uk,11.27199377,0.061545433,0,1,"Christie, Agatha,",Crooked house,teamred | chirandom | chimyst | cozy
21607,1979,1979,1935,1979,m,us,12.07736676,0.81327047,0,1,"Cline, C. Terry,",Cross current,teamblack | chirandom
11469,1935,1935,1891,1935,m,au,11.4529831,0.088854175,0,1,"McKinney, J. P,",Crucible,teamred | chirandom
23822,1992,1992,1926,1992,f,us,12.95500847,0.810562373,1,1,"McCaffrey, Anne,",Crystal line,chiscifi
11519,1937,1937,1904,1937,f,uk,11.69800155,0.094863261,0,1,"Allingham, Margery,",Dancers in mourning,teamred | chirandom | chimyst | cozy
20450,1961,1961,1920,1961,m,us,11.80969038,0.989050144,1,1,"Galouye, Daniel F,",Dark universe,stew | teamred | chiscifi
10923,1948,1948,1908,1948,m,us,12.44507791,0.967107997,1,1,"Williamson, Jack,",Darker than you think,teamblack | chiscifi | chifantasy | chihorror
11711,1942,1942,1886,1942,m,uk,14.74989584,0.999985143,1,1,"Stapledon, Olaf,",Darkness and the light,teamred | chiscifi
25535,1995,1995,1962,1995,m,us,12.79792267,0.99750266,1,1,"Anderson, Kevin J.",Darksaber,chiscifi
10803,1946,1946,1903,1946,m,us,12.27852683,0.063398342,0,1,"Busch, Niven,",Day of the conquerors,teamblack | chirandom
uc1.b3290572,1827,1827,1765,1827,m,uk,21.62809056,0.29255079,0,1,"Ward, R. Plumer",De Vere,teamblack | random
20414,1960,1960,1907,1960,f,us,12.70653789,0.122754058,0,1,"MacInnes, Helen,",Decision at Delphi,teamblack | chirandom
10835,1946,1946,1909,1946,f,us,14.09675398,0.0043758,0,1,"Welty, Eudora,",Delta Wedding,teamblack | chirandom
20898,1970,1970,1944,1970,f,us,13.32791573,0.697699351,1,1,"Kurtz, Katherine,",Deryni rising,teamblack | chifantasy | chiscifi
10312,1929,1929,1885,1929,m,us,15.5333881,0.010098028,0,1,"Lewis, Sinclair,",Dodsworth,teamblack | chirandom
uva.x030743237,1880,1880,1838,1880,m,us,15.87853297,0.050887901,0,1,"Scudder, Horace Elisha,",Doings of the Bodley fami,teamblack | random
25357,1992,1992,1945,1992,f,us,12.25305444,0.134364791,0,1,"Willis, Connie,",Doomsday book,chirandom
20293,1957,1957,1911,1957,f,us,10.93947736,0.712513868,1,1,"Moore, C. L.",Doomsday morning,teamred | chiscifi
20233,1956,1956,1907,1956,m,us,11.42250089,0.432500732,1,1,"Heinlein, Robert A.",Double star,teamred | chirandom | chiscifi
22692,1987,1987,1953,1987,m,us,11.84637952,0.076267618,0,1,"Hiaasen, Carl,",Double whammy,teamred | chirandom | chimyst
20919,1970,1970,1935,1970,m,us,13.16814197,0.980935346,1,1,"Silverberg, Robert,",Downward to the earth,teamblack | chiscifi
21876,1981,1981,1938,1981,m,us,11.29397002,0.878956023,1,1,"Niven, Larry,",Dream Park,teamblack | chiscifi
uc2.ark+=13960=t0js9hc64,1887,1887,1883,1887,f,us,14.88224934,0.021914237,0,1,"Clarke, Rebecca Sophia,",Drones' honey,teamblack | random
22894,1988,1988,1945,1988,m,us,11.68893225,0.09036876,0,1,"Grissom, Ken,",Drop-off,teamblack | chirandom | chimyst | stew
24491,1997,1997,1952,1997,f,us,13.8683282,0.190460993,0,1,"Gabaldon, Diana,",Drums of autumn,chirandom | chifantasy
21043,1972,1972,1943,1972,m,us,15.0811863,0.220353819,0,1,"Millhauser, Steven,",Edwin Mullhouse,teamred | chirandom
11829,1947,1947,1895,1947,m,uk,13.73874807,0.03014928,0,1,"Hartley, L. P.",Eustace and Hilda,teamblack | chirandom
23334,1990,1990,1936,1990,m,us,12.94905543,0.121382719,0,1,"Greenburg, Dan,",Exes,chirandom
20270,1957,1957,1928,1957,m,us,12.3379538,0.991564997,1,1,"Dick, Philip K,",Eye in the sky,teamblack | chirandom | chiscifi
10096,1931,1931,1884,1931,m,us,12.68619097,0.981963413,1,1,"Merritt, Abraham,",Face in the abyss,teamred | chiscifi
20088,1953,1953,1920,1953,m,us,12.47769239,0.693138012,1,1,"Bradbury, Ray,",Fahrenheit 451,teamblack | stew | chiscifi
20673,1966,1966,1920,1966,m,us,12.49318102,0.99742167,1,1,"Asimov, Isaac,",Fantastic voyage,stew | teamred | chiscifi
23117,1989,1989,1950,1989,m,us,11.51444834,0.976219104,1,1,"Jeter, K. W,",Farewell horizontal,teamred | chiscifi
11681,1941,1941,1902,1941,f,uk,15.92087978,0.005534807,0,1,"Heyer, Georgette,",Faro's daughter,teamred | chirandom
uc1.31822033251729,1922,1922,1883,1922,m,au,16.07876655,0.005585673,0,1,"Forrest, Michael D",Father Justin,teamred | random
mdp.39015062658789,1881,1881,1844,1881,f,us,18.03391249,0.025785455,0,1,"Sidney, Margaret,",Five little Peppers and h,teamblack | random
22054,1983,1983,1926,1983,m,us,12.19738943,0.36694047,0,1,"Coldsmith, Don,",Follow the wind,teamblack | chirandom
22073,1983,1983,1946,1983,m,us,12.07846156,0.978004804,1,1,"Foster, Alan Dean,",For love of mother-not,stew | teamred | chirandom | chiscifi
25362,1993,1993,1920,1993,m,us,12.44604947,0.930355654,1,1,"Asimov, Isaac,",Forward the foundation,chiscifi
20002,1951,1951,1920,1951,m,us,12.43894243,0.970911926,1,1,"Asimov, Isaac,",Foundation,teamred | chiscifi
20044,1952,1952,1920,1952,m,us,12.97574842,0.963817786,1,1,"Asimov, Isaac,",Foundation and empire,teamblack | chirandom | stew | chiscifi
10954,1949,1949,1905,1949,m,us,12.38224056,0.100722227,0,1,"Palmer, Stuart,",Four lost ladies,teamblack | chirandom | chimyst
11007,1950,1950,1904,1950,f,us,12.54743885,0.133884,0,1,"Seton, Anya,",Foxfire,teamblack | chirandom
mdp.39015004200997,1818,1891,1797,1818,f,uk,17.41334241,0.382415953,1,1,"Shelley, Mary Wollstonecr",Frankenstein,femscifi | teamred | stangothic | stew
uva.x000380956,1865,1874,1828,1865,m,fr,15.97583394,0.997495356,1,1,"Verne, Jules,",From the Earth to the Moo,teamred | stew | anatscifi
24001,1994,1994,1941,1994,m,us,11.31278772,0.98518767,1,1,"Benford, Gregory,",Furious gulf,chiscifi
20821,1969,1969,1928,1969,m,us,12.54167706,0.985359552,1,1,"Dick, Philip K,",Galactic pot-healer,teamred | chiscifi
20899,1970,1970,1908,1970,m,us,11.64462729,0.031299826,0,1,"L'Amour, Louis,",Galloway,teamred | chirandom
20526,1962,1962,1886,1962,m,us,11.81326447,0.022796247,0,1,"Stout, Rex,",Gambit,teamblack | chirandom | chimyst
20842,1969,1969,1903,1969,m,us,11.49389026,0.038333037,0,1,"Pentecost, Hugh,",Girl watcher's funeral,teamblack | chirandom | chimyst | stew
mdp.39015031332862,1913,1913,1873,1913,m,uk,13.66884371,0.674101222,1,1,"Beresford, J. D.",Goslings,teamred | anatscifi
20533,1963,1963,1900,1963,f,us,14.52469446,0.018759276,0,1,"Caldwell, Taylor,",Grandmother and the pries,teamblack | chirandom
20961,1971,1971,1941,1971,m,us,12.09641963,0.980998604,1,1,"Hjortsberg, William,",Gray matters,teamred | chiscifi
nyp.33433075727168,1893,1893,1866,1893,m,uk,14.04966199,0.983042804,1,1,"Fawcett, E. Douglas",Hartmann the anarchist,teamblack | anatscifi
nyp.33433074880075,1871,1871,1837,1871,f,uk,17.755306,0.009492096,0,1,"Marryat, Florence,",Her lord and master,teamblack | random
11298,1930,1930,1882,1930,m,au,15.50481119,0.060497416,0,1,"Manning, Frederic,",Her privates: we,teamblack | chirandom
21116,1973,1973,1939,1973,m,us,13.75468524,0.408141244,1,1,"Malzberg, Barry N,",Herovit's world,teamblack | chirandom | chiscifi
25519,1994,1994,1935,1994,m,us,12.68700919,0.892314198,1,1,"Silverberg, Robert,",Hot sky at midnight,chiscifi
20152,1954,1954,1926,1954,m,us,11.72877342,0.870807712,1,1,"Matheson, Richard,",I am legend,chiscifi | teamred | pbgothic | chihorror
10970,1950,1950,1920,1950,m,us,12.54668302,0.995223618,1,1,"Asimov, Isaac,",I: robot,teamblack | stew | chiscifi
26011,1999,1999,1949,1999,f,us,11.70529101,0.045533981,0,1,"George, Elizabeth,",In pursuit of the proper sinner,chirandom | chimyst
22498,1986,1986,1946,1986,m,us,10.83358685,0.833603577,1,1,"Foster, Alan Dean,",Into the out of,stew | teamred | chiscifi | chihorror
23507,1962,1962,1894,1962,m,uk,13.36243151,0.751529338,1,1,"Huxley, Aldous,",Island,chiutopia | teamred | chiscifi
10476,1935,1935,1885,1935,m,us,16.85492821,0.180496063,1,1,"Lewis, Sinclair,",It can't happen here,teamred | chiscifi
21094,1973,1973,1933,1973,m,us,16.05682644,0.797114415,0,1,"Gardner, John,",Jason and Medeia,teamred | chirandom | chifantasy
10270,1927,1927,1865,1927,f,us,12.35248313,0.036198925,0,1,"Hill, Grace Livingston,",Job's niece,teamblack | chirandom
njp.32101067707909,1874,1874,1834,1874,m,us,15.05784995,0.028702802,0,1,"Benedict, Frank Lee,",John Worthington's name,teamred | random
20136,1954,1954,1916,1954,m,us,14.63775465,0.082471279,0,1,"Foote, Shelby,",Jordan County,teamred | chirandom
uc2.ark+=13960=t6251m863,1871,1871,1838,1871,m,uk,14.18374705,0.039293489,0,1,"Farjeon, B. L.",Joshua Marvel,teamblack | random
11535,1937,1937,1899,1937,m,uk,14.48450067,0.148708873,0,1,"Linklater, Eric,",Juan in China,teamred | chirandom
nyp.33433075737753,1890,1891,1848,1890,m,ah,14.12496826,0.025035688,0,1,"Franzos, Karl Emil,",Judith Trachtenberg,teamred | random
20078,1952,1952,1918,1952,m,us,9.876644591,0.161414431,0,1,"Spillane, Mickey,",Kiss me: deadly,teamblack | stew | chirandom | hardboiled | chimyst
njp.32101068580768,1868,1868,1832,1868,f,us,18.83985704,0.005018908,0,1,"Alcott, Louisa May,",Kitty's class day ;,teamblack | random
10736,1944,1944,1875,1944,m,us,13.11078578,0.945206267,1,1,"Burroughs, Edgar Rice,",Land of terror,teamred | chifantasy | chiscifi
njp.32101067641678,1878,1878,1812,1878,m,ge,13.88168319,0.019238731,0,1,"Auerbach, Berthold,",Landolin,teamred | random
11305,1930,1930,1886,1930,m,uk,15.80721359,0.99998777,1,1,"Stapledon, Olaf,",Last and first men,stew | teamred | chiscifi
11385,1932,1932,1886,1932,m,uk,16.08775865,0.99819999,1,1,"Stapledon, Olaf,",Last men in London,teamred | chiscifi
21142,1973,1973,1945,1973,m,us,12.2641673,0.646202216,0,1,"Spencer, Scott,",Last night at the brain t,teamblack | chirandom
20665,1965,1965,1903,1965,m,us,13.10749859,0.095361979,0,1,"Traver, Robert,",Laughing whitefish,teamblack | chirandom
nyp.33433074955331,1777,1777,0,1777,f,uk,19.15301633,0.026464152,0,1,Henrietta.,Letters from Henrietta to,teamblack | random
21330,1976,1976,1929,1976,m,us,11.49218999,0.028965693,0,1,"Jenkins, Dan,",Limo,teamred | chirandom
21603,1979,1979,1950,1979,f,us,10.69731675,0.245150437,0,1,"Braverman, Kate,",Lithium for Medea,teamblack | chirandom
11383,1932,1932,1899,1932,m,uk,11.66773453,0.026503414,0,1,"Shute, Nevil,",Lonely road,teamred | chirandom
dul1.ark+=13960=t66401k8k,1888,1888,1850,1888,m,us,16.94967106,0.993417606,1,1,"Bellamy, Edward,","Looking backward, 2000-18",locscifi | teamred | stew | anatscifi
20956,1971,1971,0,1971,m,us,15.18511548,0.99524021,1,1,"Geissler, Ludwig A,",Looking beyond,chiutopia | teamred | stew | chiscifi
20151,1954,1954,1912,1954,m,us,11.17910222,0.043128911,0,1,"Manfred, Frederick Feikem",Lord Grizzly,teamred | chirandom
11803,1946,1946,1899,1946,m,uk,13.25861277,0.372983078,0,1,"Forester, C. S.",Lord Hornblower,teamblack | chirandom
23764,1992,1992,1951,1992,m,us,12.26101437,0.100481639,0,1,"Card, Orson Scott,",Lost boys,chirandom
20380,1959,1959,0,1959,f,us,11.59926807,0.026957025,0,1,"Kirkland, Elithe Hamilton",Love is a wild assault,teamblack | chirandom
dul1.ark+=13960=t95723c7j,1872,1897,1842,1872,m,fr,16.43629948,0.999678011,1,1,"Flammarion, Camille,",Lumen,teamblack | anatscifi | stew
21685,1979,1979,1945,1979,m,us,13.08749626,0.999542863,1,1,"Zebrowski, George,",Macrolife,stew | teamred | chiscifi
11349,1931,1931,1886,1931,m,uk,13.7856673,0.718518321,0,1,"Williams, Charles,",Many dimensions,teamblack | chirandom
mdp.39015000541717,1885,1885,1839,1885,m,uk,25.45931544,0.921119839,0,1,"Pater, Walter,",Marius the Epicurean,teamred | random
nyp.33433075818611,1876,1878,1842,1876,f,fr,15.91589514,0.027181577,0,1,"Gr?ville, Henry,",Marrying off a daughter,teamred | random
21611,1979,1979,1923,1979,m,us,12.45718598,0.963299372,1,1,"Dickson, Gordon R,",Masters of Everon,teamblack | stew | chiscifi
10336,1930,1930,1891,1930,m,us,15.17521985,0.999796048,1,1,"Kline, Otis Adelbert,",Maza of the moon,stew | teamred | chiscifi
nyp.33433081958500,1771,1802,1740,1771,m,fr,17.31879699,0.906242382,1,1,"Mercier, Louis-S?bastien,",Memoirs of the year two t,teamblack | anatscifi
11018,1923,1923,1866,1923,m,uk,11.30157575,0.961048828,1,1,"Wells, H. G.",Men like gods,stew | teamred | chiscifi
nyp.33433075761720,1888,1888,1838,1888,m,uk,13.16525575,0.026962584,0,1,"Farjeon, B. L.",Miser Farebrother,teamblack | random
20222,1956,1956,1915,1956,m,us,11.6880071,0.996559146,1,1,"Del Rey, Lester,",Mission to the moon,teamblack | chiscifi
nnc1.cu01664417,1900,1917,1869,1900,m,us,14.38580553,0.017066836,0,1,"Tarkington, Booth,",Monsieur Beaucaire,teamblack | random
11836,1947,1947,1897,1947,f,uk,11.47734908,0.010589091,0,1,"Robins, Denise,",More than love,teamred | chirandom
10355,1931,1931,1896,1931,m,us,11.70520579,0.985640327,1,1,"Leinster, Murray,",Murder madness,teamblack | chiscifi
23059,1989,1989,1940,1989,m,us,11.36879598,0.529220969,1,1,"Cook, Robin,",Mutation,stew | teamred | chiscifi | chihorror
uva.x000676502,1899,1899,1846,1899,m,us,11.55711277,0.084707354,0,1,"Thornton, Marcellus Eugen","My ""budie"" and I",teamred | random
20290,1957,1957,1897,1957,f,us,14.65656971,0.03666053,0,1,"Malvern, Gladys,",My lady: my love,teamblack | chirandom
20106,1953,1953,1916,1953,m,us,11.46479273,0.977018925,1,1,"Lowndes, Robert W,",Mystery of the third mine,teamred | chiscifi
22193,1984,1984,1948,1984,m,us,12.30054087,0.832725942,1,1,"Gibson, William",Neuromancer,stew | teamred | pbgothic | chiscifi
20163,1954,1954,1916,1954,m,us,10.26550951,0.090348991,0,1,"Robbins, Harold,",Never leave me,teamblack | chirandom
uc1.b287473,1818,1818,1769,1818,f,uk,17.03220801,0.009419773,0,1,"Opie, Amelia Alderson,",New tales,teamblack | random
11096,1949,1949,1903,1949,m,uk,13.3708263,0.937596193,1,1,"Orwell, George,",Nineteen eighty-four,teamblack | chiscifi
21929,1982,1982,1945,1982,m,us,13.82506191,0.859596286,1,1,"Bishop, Michael,",No enemy but time,teamblack | chiscifi
10733,1944,1944,1915,1944,f,us,10.64192348,0.060274788,0,1,"Brackett, Leigh,",No good from a corpse,teamred | chirandom | chimyst
11022,1925,1925,1873,1925,m,uk,12.13928903,0.07092969,0,1,"Ford, Ford Madox,",No more parades,teamred | chirandom
20335,1958,1958,1907,1958,f,us,12.2634494,0.052662452,0,1,"MacInnes, Helen,",North from Rome,teamblack | chirandom
22960,1988,1988,1954,1988,m,us,12.31799306,0.544705617,1,1,"Rosenberg, Joel,",Not for glory,teamred | chifantasy | chiscifi
20370,1959,1959,1905,1959,m,us,10.74148965,0.98350088,1,1,"Gantz, Kenneth Franklin,",Not in solitude,teamred | chiscifi
20572,1964,1964,1914,1964,m,us,10.44470168,0.999239508,1,1,"Burroughs, William S.",Nova Express,teamblack | chiscifi
20684,1966,1966,1928,1966,m,us,12.54105411,0.9628244,1,1,"Dick, Philip K,",Now wait for last year,teamblack | chirandom | chiscifi
21877,1981,1981,1938,1981,m,us,11.09003023,0.801249224,1,1,"Niven, Larry,",Oath of fealty,stew | teamred | chiscifi
10531,1937,1937,1902,1937,m,us,10.4626821,0.035085641,0,1,"Steinbeck, John,",Of mice and men,teamred | chirandom
21473,1977,1977,1937,1977,m,us,10.89590313,0.114151007,0,1,"Segal, Erich,",Oliver's story,teamred | chirandom
uc2.ark+=13960=t4bn9zk9h,1887,1888,1847,1887,m,us,13.12367836,0.06981471,0,1,"Fawcett, Edgar,",Olivia Delaplaine,teamred | random
nyp.33433075827018,1893,1894,1842,1893,m,fr,19.83632119,0.999976796,1,1,"Flammarion, Camille,",Omega: the last days of t,teamblack | anatscifi
uc2.ark+=13960=t5db7zr5v,1879,1879,1839,1879,m,us,14.6422018,0.051510472,0,1,"Adams, Robert Chamblet,","On board the ""Rocket""",teamblack | random
21443,1977,1977,1910,1977,m,us,14.91892295,0.759087195,1,1,"Leiber, Fritz,",Our lady of darkness,teamred | chifantasy | chiscifi
11226,1928,1928,1873,1928,m,au,13.4148941,0.924473341,1,1,"Cox, Erle,",Out of the silence,teamblack | chiscifi
21304,1976,1976,1947,1976,f,us,11.23203472,0.948140083,1,1,"Butler, Octavia E,",Patternmaster,teamred | chifantasy | chiscifi
23375,1990,1990,0,1990,,us,12.78617788,0.966001616,1,1,"McCaffrey, Anne,",Pegasus in flight,chiscifi
10008,1923,1923,1875,1923,m,us,12.75302857,0.97546087,1,1,"Burroughs, Edgar Rice,",Pellucidar,stew | teamred | chiscifi
23075,1989,1989,0,1989,f,us,11.47266259,0.198025807,0,1,"Dunlap, Susan,",Pious deception,teamred | chirandom | chimyst | stew
