Column1,volid,dateused,pubdate,birthdate,firstpub,gender,nation,allwords,logistic,realclass,trainflag,author,title,genretags
run3,10090,1931,1931,1887,1931,m,us,10.96691707,0.999999993,1,1,"Cummings, Ray,",Brigands of the moon,teamblack | chiscifi
run3,11396,1933,1933,1879,1933,f,au,11.97311687,0.002842284,0,1,"Franklin, Miles,",Bring the monkey,teamred | chimyst | chirandom
run3,24690,1998,1998,1960,1998,f,us,11.78437544,0.153654619,1,1,"Hopkinson, Nalo,",Brown girl in the ring,chirandom | chiscifi
run3,10679,1942,1942,1884,1942,m,us,11.72637957,0.85315249,1,1,"Merritt, Abraham,",Burn: witch: burn!,teamred | stew | chimyst | chiscifi
run3,21221,1974,1974,1933,1974,m,us,13.92603641,0.968479404,0,1,"Stark, Richard,",Butcher's moon,teamblack | crime | chirandom
run3,nyp.33433039680552,1890,1890,1831,1890,m,us,15.88657155,0.999997136,1,1,"Donnelly, Ignatius,",C?sar's column,teamred | anatscifi
run3,njp.32101067645505,1836,1836,1772,1836,f,us,18.17988039,0.000113393,1,1,"Griffith, Mary,","Camperdown, or, News from",teamblack | locscifi
run3,21453,1977,1977,0,1977,f,us,11.95874548,0.000446387,0,1,"Michaels, Fern,",Captive passions,teamblack | chirandom
run3,20563,1963,1963,1922,1963,m,us,12.14231905,0.037067285,1,1,"Vonnegut, Kurt,",Cat's Cradle,teamblack | chiscifi
run3,21981,1982,1982,1938,1982,f,us,12.63753571,0.894956613,1,1,"Lorrah, Jean,",Channel's destiny,stew | teamblack | chiscifi
run3,22168,1984,1984,1942,1984,f,us,11.49833039,0.971975933,1,1,"Cherryh, C. J,",Chanur's venture,teamred | chifantasy | chiscifi
run3,20390,1959,1959,1903,1959,f,us,14.51878668,0.06258594,0,1,"Nin, Anais,",Children of the albatross,teamred | chirandom
run3,25578,1995,1995,1951,1995,f,us,14.20408523,0.999998033,1,1,"Hambly, Barbara,",Children of the Jedi,chirandom | chiscifi
run3,20620,1965,1965,0,1965,m,guyana,12.3941917,1.43E-05,0,1,"Braithwaite, E. R.  (Edwa",Choice of straws,teamblack | chirandom
run3,26019,1999,1999,1950,1999,m,us,11.70837362,0.99694751,0,1,"Harlow, Bill,",Circle William,chirandom
run3,20573,1964,1964,1922,1964,m,us,13.07284481,0.999995321,1,1,"Clement, Hal,",Close to critical,teamblack | chiscifi
run3,20655,1965,1965,1919,1965,m,us,11.27953995,0.999999617,1,1,"Raphael, Rick,",Code three,teamred | stew | chiscifi
run3,21500,1978,1978,1932,1978,m,us,11.40712017,0.999970785,1,1,"Bova, Ben,",Colony,teamred | stew | chiscifi
run3,23514,1964,1964,1905,1964,m,uk,13.94826421,4.47E-05,0,1,"Snow, C. P.",Corridors of power,teamblack | chirandom
run3,11364,1932,1932,1909,1932,f,uk,12.05226201,2.35E-10,0,1,"Evans, Margiad,",Country dance,teamred | chirandom
run3,20750,1967,1967,1895,1967,m,us,12.1101024,0.000304605,0,1,"McNichols, Charles Longstreth,",Crazy weather,teamred | chirandom
run3,11877,1949,1949,1890,1949,f,uk,11.27199377,0.000456235,0,1,"Christie, Agatha,",Crooked house,teamred | cozy | chimyst | chirandom
run3,21607,1979,1979,1935,1979,m,us,12.07736676,0.995452126,0,1,"Cline, C. Terry,",Cross current,teamblack | chirandom
run3,11469,1935,1935,1891,1935,m,au,11.4529831,0.001254602,0,1,"McKinney, J. P,",Crucible,teamred | chirandom
run3,23822,1992,1992,1926,1992,f,us,12.95500847,0.92361978,1,1,"McCaffrey, Anne,",Crystal line,chiscifi
run3,11519,1937,1937,1904,1937,f,uk,11.69800155,0.000451683,0,1,"Allingham, Margery,",Dancers in mourning,teamred | cozy | chimyst | chirandom
run3,20450,1961,1961,1920,1961,m,us,11.80969038,0.999831123,1,1,"Galouye, Daniel F,",Dark universe,teamred | stew | chiscifi
run3,10923,1948,1948,1908,1948,m,us,12.44507791,0.999998364,1,1,"Williamson, Jack,",Darker than you think,teamblack | chihorror | chifantasy | chiscifi
run3,11711,1942,1942,1886,1942,m,uk,14.74989584,1,1,1,"Stapledon, Olaf,",Darkness and the light,teamred | chiscifi
run3,25535,1995,1995,1962,1995,m,us,12.79792267,0.999999971,1,1,"Anderson, Kevin J.",Darksaber,chiscifi
run3,10803,1946,1946,1903,1946,m,us,12.27852683,0.000668496,0,1,"Busch, Niven,",Day of the conquerors,teamblack | chirandom
run3,uc1.b3290572,1827,1827,1765,1827,m,uk,21.62809056,0.015840234,0,1,"Ward, R. Plumer",De Vere,teamblack | random
run3,20414,1960,1960,1907,1960,f,us,12.70653789,0.003250216,0,1,"MacInnes, Helen,",Decision at Delphi,teamblack | chirandom
run3,10835,1946,1946,1909,1946,f,us,14.09675398,3.62E-06,0,1,"Welty, Eudora,",Delta Wedding,teamblack | chirandom
run3,20898,1970,1970,1944,1970,f,us,13.32791573,0.887454135,1,1,"Kurtz, Katherine,",Deryni rising,teamblack | chifantasy | chiscifi
run3,10312,1929,1929,1885,1929,m,us,15.5333881,1.09E-05,0,1,"Lewis, Sinclair,",Dodsworth,teamblack | chirandom
run3,uva.x030743237,1880,1880,1838,1880,m,us,15.87853297,0.000589653,0,1,"Scudder, Horace Elisha,",Doings of the Bodley fami,teamblack | random
run3,25357,1992,1992,1945,1992,f,us,12.25305444,0.027985779,0,1,"Willis, Connie,",Doomsday book,chirandom
run3,20293,1957,1957,1911,1957,f,us,10.93947736,0.893399857,1,1,"Moore, C. L.",Doomsday morning,teamred | chiscifi
run3,20233,1956,1956,1907,1956,m,us,11.42250089,0.262396394,1,1,"Heinlein, Robert A.",Double star,teamred | chiscifi | chirandom
run3,22692,1987,1987,1953,1987,m,us,11.84637952,0.000293249,0,1,"Hiaasen, Carl,",Double whammy,teamred | chimyst | chirandom
run3,20919,1970,1970,1935,1970,m,us,13.16814197,0.999984328,1,1,"Silverberg, Robert,",Downward to the earth,teamblack | chiscifi
run3,21876,1981,1981,1938,1981,m,us,11.29397002,0.998547353,1,1,"Niven, Larry,",Dream Park,teamblack | chiscifi
run3,uc2.ark+=13960=t0js9hc64,1887,1887,1883,1887,f,us,14.88224934,4.73E-05,0,1,"Clarke, Rebecca Sophia,",Drones' honey,teamblack | random
run3,22894,1988,1988,1945,1988,m,us,11.68893225,0.00048534,0,1,"Grissom, Ken,",Drop-off,stew | teamblack | chimyst | chirandom
run3,24491,1997,1997,1952,1997,f,us,13.8683282,0.008108477,0,1,"Gabaldon, Diana,",Drums of autumn,chifantasy | chirandom
run3,21043,1972,1972,1943,1972,m,us,15.0811863,0.002208739,0,1,"Millhauser, Steven,",Edwin Mullhouse,teamred | chirandom
run3,11829,1947,1947,1895,1947,m,uk,13.73874807,3.41E-05,0,1,"Hartley, L. P.",Eustace and Hilda,teamblack | chirandom
run3,23334,1990,1990,1936,1990,m,us,12.94905543,0.009083805,0,1,"Greenburg, Dan,",Exes,chirandom
run3,20270,1957,1957,1928,1957,m,us,12.3379538,0.999999944,1,1,"Dick, Philip K,",Eye in the sky,chiscifi | teamblack | chirandom
run3,10096,1931,1931,1884,1931,m,us,12.68619097,0.999957928,1,1,"Merritt, Abraham,",Face in the abyss,teamred | chiscifi
run3,20088,1953,1953,1920,1953,m,us,12.47769239,0.96737426,1,1,"Bradbury, Ray,",Fahrenheit 451,stew | teamblack | chiscifi
run3,20673,1966,1966,1920,1966,m,us,12.49318102,0.999999957,1,1,"Asimov, Isaac,",Fantastic voyage,teamred | stew | chiscifi
run3,23117,1989,1989,1950,1989,m,us,11.51444834,0.999981816,1,1,"Jeter, K. W,",Farewell horizontal,teamred | chiscifi
run3,uc1.31822033251729,1922,1922,1883,1922,m,au,16.07876655,1.73E-06,0,1,"Forrest, Michael D",Father Justin,teamred | random
run3,mdp.39015062658789,1881,1881,1844,1881,f,us,18.03391249,0.000204544,0,1,"Sidney, Margaret,",Five little Peppers and h,teamblack | random
run3,22054,1983,1983,1926,1983,m,us,12.19738943,0.030756377,0,1,"Coldsmith, Don,",Follow the wind,teamblack | chirandom
run3,22073,1983,1983,1946,1983,m,us,12.07846156,0.999950284,1,1,"Foster, Alan Dean,",For love of mother-not,teamred | chiscifi | stew | chirandom
run3,25362,1993,1993,1920,1993,m,us,12.44604947,0.99934649,1,1,"Asimov, Isaac,",Forward the foundation,chiscifi
run3,20002,1951,1951,1920,1951,m,us,12.43894243,0.999912356,1,1,"Asimov, Isaac,",Foundation,teamred | chiscifi
run3,20044,1952,1952,1920,1952,m,us,12.97574842,0.998900549,1,1,"Asimov, Isaac,",Foundation and empire,stew | chiscifi | teamblack | chirandom
run3,10954,1949,1949,1905,1949,m,us,12.38224056,0.009185291,0,1,"Palmer, Stuart,",Four lost ladies,teamblack | chimyst | chirandom
run3,11007,1950,1950,1904,1950,f,us,12.54743885,0.003633453,0,1,"Seton, Anya,",Foxfire,teamblack | chirandom
run3,mdp.39015004200997,1818,1891,1797,1818,f,uk,17.41334241,0.029794869,1,1,"Shelley, Mary Wollstonecr",Frankenstein,teamred | stangothic | stew | femscifi
run3,uva.x000380956,1865,1874,1828,1865,m,fr,15.97583394,0.999998929,1,1,"Verne, Jules,",From the Earth to the Moo,teamred | stew | anatscifi
run3,24001,1994,1994,1941,1994,m,us,11.31278772,0.999994567,1,1,"Benford, Gregory,",Furious gulf,chiscifi
run3,20821,1969,1969,1928,1969,m,us,12.54167706,0.999983129,1,1,"Dick, Philip K,",Galactic pot-healer,teamred | chiscifi
run3,20899,1970,1970,1908,1970,m,us,11.64462729,0.000700692,0,1,"L'Amour, Louis,",Galloway,teamred | chirandom
run3,20526,1962,1962,1886,1962,m,us,11.81326447,4.46E-05,0,1,"Stout, Rex,",Gambit,teamblack | chimyst | chirandom
run3,20842,1969,1969,1903,1969,m,us,11.49389026,6.35E-05,0,1,"Pentecost, Hugh,",Girl watcher's funeral,stew | teamblack | chimyst | chirandom
run3,mdp.39015031332862,1913,1913,1873,1913,m,uk,13.66884371,0.730415295,1,1,"Beresford, J. D.",Goslings,teamred | anatscifi
run3,20533,1963,1963,1900,1963,f,us,14.52469446,0.000171562,0,1,"Caldwell, Taylor,",Grandmother and the pries,teamblack | chirandom
run3,20961,1971,1971,1941,1971,m,us,12.09641963,0.999933683,1,1,"Hjortsberg, William,",Gray matters,teamred | chiscifi
run3,nyp.33433075727168,1893,1893,1866,1893,m,uk,14.04966199,0.999781674,1,1,"Fawcett, E. Douglas",Hartmann the anarchist,teamblack | anatscifi
run3,nyp.33433074880075,1871,1871,1837,1871,f,uk,17.755306,1.98E-06,0,1,"Marryat, Florence,",Her lord and master,teamblack | random
run3,11298,1930,1930,1882,1930,m,au,15.50481119,0.000658149,0,1,"Manning, Frederic,",Her privates: we,teamblack | chirandom
run3,21116,1973,1973,1939,1973,m,us,13.75468524,0.098541731,1,1,"Malzberg, Barry N,",Herovit's world,chiscifi | teamblack | chirandom
run3,25519,1994,1994,1935,1994,m,us,12.68700919,0.994949276,1,1,"Silverberg, Robert,",Hot sky at midnight,chiscifi
run3,20152,1954,1954,1926,1954,m,us,11.72877342,0.990912152,1,1,"Matheson, Richard,",I am legend,teamred | chihorror | pbgothic | chiscifi
run3,10970,1950,1950,1920,1950,m,us,12.54668302,0.99999948,1,1,"Asimov, Isaac,",I: robot,stew | teamblack | chiscifi
run3,22498,1986,1986,1946,1986,m,us,10.83358685,0.999999966,1,1,"Foster, Alan Dean,",Into the out of,teamred | stew | chihorror | chiscifi
run3,23507,1962,1962,1894,1962,m,uk,13.36243151,0.930650663,1,1,"Huxley, Aldous,",Island,teamred | chiutopia | chiscifi
run3,10476,1935,1935,1885,1935,m,us,16.85492821,0.166263277,1,1,"Lewis, Sinclair,",It can't happen here,teamred | chiscifi
run3,21094,1973,1973,1933,1973,m,us,16.05682644,0.450522183,0,1,"Gardner, John,",Jason and Medeia,teamred | chifantasy | chirandom
run3,10270,1927,1927,1865,1927,f,us,12.35248313,0.00193535,0,1,"Hill, Grace Livingston,",Job's niece,teamblack | chirandom
run3,20136,1954,1954,1916,1954,m,us,14.63775465,0.000583099,0,1,"Foote, Shelby,",Jordan County,teamred | chirandom
run3,uc2.ark+=13960=t6251m863,1871,1871,1838,1871,m,uk,14.18374705,0.001397194,0,1,"Farjeon, B. L.",Joshua Marvel,teamblack | random
run3,11535,1937,1937,1899,1937,m,uk,14.48450067,0.006303304,0,1,"Linklater, Eric,",Juan in China,teamred | chirandom
run3,nyp.33433075737753,1890,1891,1848,1890,m,ah,14.12496826,0.000131698,0,1,"Franzos, Karl Emil,",Judith Trachtenberg,teamred | random
run3,20078,1952,1952,1918,1952,m,us,9.876644591,0.002670872,0,1,"Spillane, Mickey,",Kiss me: deadly,stew | teamblack | chimyst | hardboiled | chirandom
run3,njp.32101068580768,1868,1868,1832,1868,f,us,18.83985704,1.69E-06,0,1,"Alcott, Louisa May,",Kitty's class day ;,teamblack | random
run3,10736,1944,1944,1875,1944,m,us,13.11078578,0.999445747,1,1,"Burroughs, Edgar Rice,",Land of terror,teamred | chifantasy | chiscifi
run3,njp.32101067641678,1878,1878,1812,1878,m,ge,13.88168319,1.64E-05,0,1,"Auerbach, Berthold,",Landolin,teamred | random
run3,11305,1930,1930,1886,1930,m,uk,15.80721359,1,1,1,"Stapledon, Olaf,",Last and first men,teamred | stew | chiscifi
run3,11385,1932,1932,1886,1932,m,uk,16.08775865,0.99999984,1,1,"Stapledon, Olaf,",Last men in London,teamred | chiscifi
run3,21142,1973,1973,1945,1973,m,us,12.2641673,0.836622646,0,1,"Spencer, Scott,",Last night at the brain t,teamblack | chirandom
run3,20665,1965,1965,1903,1965,m,us,13.10749859,0.01817447,0,1,"Traver, Robert,",Laughing whitefish,teamblack | chirandom
run3,nyp.33433074955331,1777,1777,0,1777,f,uk,19.15301633,9.15E-06,0,1,Henrietta.,Letters from Henrietta to,teamblack | random
run3,21330,1976,1976,1929,1976,m,us,11.49218999,5.08E-05,0,1,"Jenkins, Dan,",Limo,teamred | chirandom
run3,21603,1979,1979,1950,1979,f,us,10.69731675,0.025975979,0,1,"Braverman, Kate,",Lithium for Medea,teamblack | chirandom
run3,11383,1932,1932,1899,1932,m,uk,11.66773453,5.94E-05,0,1,"Shute, Nevil,",Lonely road,teamred | chirandom
run3,dul1.ark+=13960=t66401k8k,1888,1888,1850,1888,m,us,16.94967106,0.99998458,1,1,"Bellamy, Edward,","Looking backward, 2000-18",teamred | stew | locscifi | anatscifi
run3,20956,1971,1971,0,1971,m,us,15.18511548,0.99999991,1,1,"Geissler, Ludwig A,",Looking beyond,teamred | stew | chiutopia | chiscifi
run3,20151,1954,1954,1912,1954,m,us,11.17910222,0.000833155,0,1,"Manfred, Frederick Feikem",Lord Grizzly,teamred | chirandom
run3,11803,1946,1946,1899,1946,m,uk,13.25861277,0.303738729,0,1,"Forester, C. S.",Lord Hornblower,teamblack | chirandom
run3,23764,1992,1992,1951,1992,m,us,12.26101437,0.244214038,0,1,"Card, Orson Scott,",Lost boys,chirandom
run3,20380,1959,1959,0,1959,f,us,11.59926807,6.45E-05,0,1,"Kirkland, Elithe Hamilton",Love is a wild assault,teamblack | chirandom
run3,dul1.ark+=13960=t95723c7j,1872,1897,1842,1872,m,fr,16.43629948,0.999999999,1,1,"Flammarion, Camille,",Lumen,stew | teamblack | anatscifi
run3,21685,1979,1979,1945,1979,m,us,13.08749626,1,1,1,"Zebrowski, George,",Macrolife,teamred | stew | chiscifi
run3,11349,1931,1931,1886,1931,m,uk,13.7856673,0.924835135,0,1,"Williams, Charles,",Many dimensions,teamblack | chirandom
run3,mdp.39015000541717,1885,1885,1839,1885,m,uk,25.45931544,0.997965281,0,1,"Pater, Walter,",Marius the Epicurean,teamred | random
run3,nyp.33433075818611,1876,1878,1842,1876,f,fr,15.91589514,0.000310728,0,1,"Gr?ville, Henry,",Marrying off a daughter,teamred | random
run3,21611,1979,1979,1923,1979,m,us,12.45718598,0.99987949,1,1,"Dickson, Gordon R,",Masters of Everon,stew | teamblack | chiscifi
run3,10336,1930,1930,1891,1930,m,us,15.17521985,1,1,1,"Kline, Otis Adelbert,",Maza of the moon,teamred | stew | chiscifi
run3,nyp.33433081958500,1771,1802,1740,1771,m,fr,17.31879699,0.981325119,1,1,"Mercier, Louis-S?bastien,",Memoirs of the year two t,teamblack | anatscifi
run3,11018,1923,1923,1866,1923,m,uk,11.30157575,0.999992043,1,1,"Wells, H. G.",Men like gods,teamred | stew | chiscifi
run3,nyp.33433075761720,1888,1888,1838,1888,m,uk,13.16525575,0.000156677,0,1,"Farjeon, B. L.",Miser Farebrother,teamblack | random
run3,20222,1956,1956,1915,1956,m,us,11.6880071,0.999999706,1,1,"Del Rey, Lester,",Mission to the moon,teamblack | chiscifi
run3,nnc1.cu01664417,1900,1917,1869,1900,m,us,14.38580553,1.54E-05,0,1,"Tarkington, Booth,",Monsieur Beaucaire,teamblack | random
run3,11836,1947,1947,1897,1947,f,uk,11.47734908,3.19E-06,0,1,"Robins, Denise,",More than love,teamred | chirandom
run3,uc1.b4095602,1913,1913,1873,1913,m,uk,12.39737126,0.051291422,0,1,"Ford, Ford Madox,",Mr. Fleight,teamblack | random
run3,10355,1931,1931,1896,1931,m,us,11.70520579,0.999944027,1,1,"Leinster, Murray,",Murder madness,teamblack | chiscifi
run3,23059,1989,1989,1940,1989,m,us,11.36879598,0.77661346,1,1,"Cook, Robin,",Mutation,teamred | stew | chihorror | chiscifi
run3,uva.x000676502,1899,1899,1846,1899,m,us,11.55711277,0.001968244,0,1,"Thornton, Marcellus Eugen","My ""budie"" and I",teamred | random
run3,20290,1957,1957,1897,1957,f,us,14.65656971,6.44E-05,0,1,"Malvern, Gladys,",My lady: my love,teamblack | chirandom
run3,4748,1922,1922,1877,1922,m,us,12.43305868,0.999914395,0,1,"Traprock, Walter E.",My northern exposure,teamblack | chirandom
run3,20106,1953,1953,1916,1953,m,us,11.46479273,0.999521176,1,1,"Lowndes, Robert W,",Mystery of the third mine,teamred | chiscifi
run3,11675,1941,1941,1890,1941,f,uk,11.37910848,0.001286667,0,1,"Christie, Agatha,",N or M?,teamblack | cozy | chimyst | chirandom
run3,22193,1984,1984,1948,1984,m,us,12.30054087,0.646468286,1,1,"Gibson, William",Neuromancer,teamred | stew | pbgothic | chiscifi
run3,20163,1954,1954,1916,1954,m,us,10.26550951,0.001146612,0,1,"Robbins, Harold,",Never leave me,teamblack | chirandom
run3,uc1.b287473,1818,1818,1769,1818,f,uk,17.03220801,1.80E-06,0,1,"Opie, Amelia Alderson,",New tales,teamblack | random
run3,11096,1949,1949,1903,1949,m,uk,13.3708263,0.999545089,1,1,"Orwell, George,",Nineteen eighty-four,teamblack | chiscifi
run3,21929,1982,1982,1945,1982,m,us,13.82506191,0.995725677,1,1,"Bishop, Michael,",No enemy but time,teamblack | chiscifi
run3,10733,1944,1944,1915,1944,f,us,10.64192348,0.000110518,0,1,"Brackett, Leigh,",No good from a corpse,teamred | chimyst | chirandom
run3,11022,1925,1925,1873,1925,m,uk,12.13928903,0.011193262,0,1,"Ford, Ford Madox,",No more parades,teamred | chirandom
run3,20335,1958,1958,1907,1958,f,us,12.2634494,4.51E-05,0,1,"MacInnes, Helen,",North from Rome,teamblack | chirandom
run3,22960,1988,1988,1954,1988,m,us,12.31799306,0.581091253,1,1,"Rosenberg, Joel,",Not for glory,teamred | chifantasy | chiscifi
run3,20370,1959,1959,1905,1959,m,us,10.74148965,0.999972908,1,1,"Gantz, Kenneth Franklin,",Not in solitude,teamred | chiscifi
run3,20572,1964,1964,1914,1964,m,us,10.44470168,0.999999992,1,1,"Burroughs, William S.",Nova Express,teamblack | chiscifi
run3,20684,1966,1966,1928,1966,m,us,12.54105411,0.999454667,1,1,"Dick, Philip K,",Now wait for last year,chiscifi | teamblack | chirandom
run3,21877,1981,1981,1938,1981,m,us,11.09003023,0.997238495,1,1,"Niven, Larry,",Oath of fealty,teamred | stew | chiscifi
run3,10531,1937,1937,1902,1937,m,us,10.4626821,0.00073417,0,1,"Steinbeck, John,",Of mice and men,teamred | chirandom
