volid,dateused,pubdate,birthdate,firstpub,gender,nation,allwords,logistic,realclass,trainflag,author,title,genretags
10968,1949,1949,1896,1949,m,us,12.76713145,0.999959685,1,1,"Zagat, Arthur Leo,",Seven out of time,teamblack | chiscifi
10970,1950,1950,1920,1950,m,us,12.54668302,0.999802748,1,1,"Asimov, Isaac,",I: robot,teamblack | chiscifi | stew
10986,1950,1950,1914,1950,m,us,17.75454145,0.125673231,0,1,"Fast, Howard,",The proud and the free,teamblack | chirandom
11004,1950,1950,1909,1950,m,us,11.48094392,0.999954094,1,1,"Phillips, Rog,",Worlds within,teamred | chifantasy | chiscifi | stew
11007,1950,1950,1904,1950,f,us,12.54743885,0.052564991,0,1,"Seton, Anya,",Foxfire,teamblack | chirandom
11013,1950,1950,1912,1950,m,us,12.28737137,0.859818497,1,1,"Van Vogt, A. E. 1912-2000",The house that stood stil,teamblack | chiscifi | chirandom
11018,1923,1923,1866,1923,m,uk,11.30157575,0.999420568,1,1,"Wells, H. G.",Men like gods,teamred | chiscifi | stew
11022,1925,1925,1873,1925,m,uk,12.13928903,0.042421174,0,1,"Ford, Ford Madox,",No more parades,teamred | chirandom
11043,1932,1932,1894,1932,m,uk,12.86505424,0.970529011,1,1,"Huxley, Aldous,",Brave new world,teamblack | chiutopia | chiscifi
11044,1932,1932,1894,1932,m,uk,13.80331764,0.019803652,0,1,"Morgan, Charles,",The fountain,teamred | chirandom
11074,1942,1942,1898,1942,m,uk,14.53750069,0.999481476,0,1,"Lewis, C. S.",The Screwtape letters,teamblack | chifantasy | chirandom
11081,1944,1944,1882,1944,m,uk,10.98856961,0.00175593,0,1,"Joyce, James,",Stephen hero,teamred | chirandom
11096,1949,1949,1903,1949,m,uk,13.3708263,0.995977727,1,1,"Orwell, George,",Nineteen eighty-four,teamblack | chiscifi
11098,1950,1950,1919,1950,f,uk,14.77042644,0.00879862,0,1,"Lessing, Doris,",The grass is singing,teamred | chimyst | stew | chirandom
11191,1927,1927,1875,1927,m,uk,13.19781652,0.019654149,0,1,"Buchan, John,",Witch wood,teamblack | chifantasy | chirandom
11226,1928,1928,1873,1928,m,au,13.4148941,0.974525262,1,1,"Cox, Erle,",Out of the silence,teamblack | chiscifi
11234,1928,1928,1888,1928,m,uk,14.68378657,0.075476637,0,1,"Knox, Ronald Arbuthnott,",The footsteps at the lock,det100 | teamred | chirandom
11242,1928,1928,1874,1928,m,uk,12.89773628,0.997268068,1,1,"Wright, S. Fowler,",The island of Captain Spa,teamred | chifantasy | chiscifi
11274,1901,1929,1865,1901,m,uk,26.63508406,0.739228152,1,1,"Shiel, M. P.",The purple cloud,teamblack | chifantasy | chiscifi
11277,1929,1929,1875,1929,m,uk,11.93015173,0.002532934,0,1,"Wallace, Edgar,",The lone house mystery,teamblack | chimyst | stew | chirandom
11298,1930,1930,1882,1930,m,au,15.50481119,0.028473273,0,1,"Manning, Frederic,",Her privates: we,teamblack | chirandom
11305,1930,1930,1886,1930,m,uk,15.80721359,0.999999996,1,1,"Stapledon, Olaf,",Last and first men,teamred | chiscifi | stew
11316,1931,1931,1882,1931,m,uk,13.62848303,0.279235795,0,1,"Armstrong, Martin,",The romantic adventures o,teamblack | chirandom
11323,1931,1931,1880,1931,m,uk,12.4726251,0.007992512,0,1,"Connington, J. J.",The boathouse riddle,teamblack | chimyst | chirandom
11349,1931,1931,1886,1931,m,uk,13.7856673,0.95677823,0,1,"Williams, Charles,",Many dimensions,teamblack | chirandom
11364,1932,1932,1909,1932,f,uk,12.05226201,2.97E-08,0,1,"Evans, Margiad,",Country dance,teamred | chirandom
11383,1932,1932,1899,1932,m,uk,11.66773453,0.001095179,0,1,"Shute, Nevil,",Lonely road,teamred | chirandom
11385,1932,1932,1886,1932,m,uk,16.08775865,0.999985169,1,1,"Stapledon, Olaf,",Last men in London,teamred | chiscifi
11396,1933,1933,1879,1933,f,au,11.97311687,0.087004932,0,1,"Franklin, Miles,",Bring the monkey,teamred | chimyst | chirandom
11469,1935,1935,1891,1935,m,au,11.4529831,0.003079383,0,1,"McKinney, J. P,",Crucible,teamred | chirandom
11519,1937,1937,1904,1937,f,uk,11.69800155,0.015796368,0,1,"Allingham, Margery,",Dancers in mourning,cozy | teamred | chimyst | chirandom
11535,1937,1937,1899,1937,m,uk,14.48450067,0.017635491,0,1,"Linklater, Eric,",Juan in China,teamred | chirandom
11552,1937,1937,1866,1937,m,uk,12.29748384,0.999950936,1,1,"Wells, H. G.",Star-begotten,teamred | chiscifi
11575,1938,1938,1906,1938,f,nz,15.1942561,0.000773558,0,1,"Hyde, Robin,",The godwits fly,teamred | chirandom
11584,1938,1938,1894,1938,m,uk,15.22800114,0.022566706,1,1,"Priestley, J. B.",The doomsday men,teamred | chiscifi
11591,1938,1938,1874,1938,m,uk,15.55088084,0.998199099,1,1,"Wright, S. Fowler,",The adventure of Wyndham ,teamblack | chiscifi | stew | chiutopia | chirandom
11592,1939,1939,1916,1939,m,us,10.23718817,0.025457826,0,1,"Allan, Ted,",This time a better earth,teamred | chirandom
11675,1941,1941,1890,1941,f,uk,11.37910848,0.014311256,0,1,"Christie, Agatha,",N or M?,cozy | teamblack | chimyst | chirandom
11711,1942,1942,1886,1942,m,uk,14.74989584,0.999999999,1,1,"Stapledon, Olaf,",Darkness and the light,teamred | chiscifi
11778,1945,1945,1898,1945,m,uk,12.22134028,0.517146429,1,1,"Lewis, C. S.",That hideous strength,teamblack | chifantasy | chiscifi
11803,1946,1946,1899,1946,m,uk,13.25861277,0.121859754,0,1,"Forester, C. S.",Lord Hornblower,teamblack | chirandom
11809,1946,1946,1905,1946,m,uk,12.95397546,0.024157983,0,1,"Koestler, Arthur,",Thieves in the night,teamblack | chirandom
11829,1947,1947,1895,1947,m,uk,13.73874807,0.001124667,0,1,"Hartley, L. P.",Eustace and Hilda,teamblack | chirandom
11836,1947,1947,1897,1947,f,uk,11.47734908,0.000218311,0,1,"Robins, Denise,",More than love,teamred | chirandom
11877,1949,1949,1890,1949,f,uk,11.27199377,0.001312707,0,1,"Christie, Agatha,",Crooked house,cozy | teamred | chimyst | chirandom
11882,1949,1949,0,1949,,uk,12.53765957,0.005323423,0,1,"Ferrars, E. X,",The March Hare murders,teamred | chimyst | chirandom
11896,1949,1949,1878,1949,f,uk,11.8412171,0.001491796,0,1,"Wentworth, Patricia,",The Catherine-wheel,teamred | chirandom
11900,1949,1949,1874,1949,m,uk,16.46457573,0.999997476,1,1,"Wright, S. Fowler,",The Amphibians,teamred | chiscifi
11927,1950,1950,1886,1950,m,uk,14.25857589,0.751161564,1,1,"Stapledon, Olaf,",A man divided,teamred | chiscifi
11932,1950,1950,1878,1950,f,uk,11.72911633,0.000478283,0,1,"Wentworth, Patricia,",Through the wall,teamblack | chimyst | chirandom
20002,1951,1951,1920,1951,m,us,12.43894243,0.998131338,1,1,"Asimov, Isaac,",Foundation,teamred | chiscifi
20021,1951,1951,1916,1951,m,us,11.28810604,0.999557408,1,1,"MacDonald, John D.",Wine of the dreamers,teamblack | chiscifi | stew
20026,1951,1951,1910,1951,m,us,13.15785197,0.988197332,1,1,"Merwin, Sam,",The house of many worlds,teamred | chiscifi | chirandom
20041,1951,1951,1902,1951,m,us,13.03030679,0.989286706,1,1,"Wylie, Philip,",The disappearance,teamred | chiscifi | stew
20044,1952,1952,1920,1952,m,us,12.97574842,0.994324625,1,1,"Asimov, Isaac,",Foundation and empire,teamblack | chiscifi | stew | chirandom
20065,1952,1952,1915,1952,m,us,10.78752884,0.999340836,1,1,"Jones, Raymond F.",Son of the stars,teamblack | chiscifi
20070,1952,1952,1914,1952,m,us,12.04231939,0.003902693,0,1,"Malamud, Bernard",The natural,teamblack | chirandom
20075,1952,1952,1908,1952,m,us,10.53537368,0.019231845,0,1,"Powell, Richard,",A shot in the dark,teamblack | chimyst | chirandom
20078,1952,1952,1918,1952,m,us,9.876644591,0.052279682,0,1,"Spillane, Mickey,",Kiss me: deadly,hardboiled | teamblack | stew | chimyst | chirandom
20079,1952,1952,1922,1952,m,us,13.83417195,0.403159836,1,1,"Vonnegut, Kurt,",Player piano,teamblack | chiscifi | stew | chirandom
20083,1953,1953,1920,1953,m,us,13.03451488,0.998978662,1,1,"Asimov, Isaac,",Second foundation,teamred | chiscifi | stew | chirandom
20088,1953,1953,1920,1953,m,us,12.47769239,0.79066718,1,1,"Bradbury, Ray,",Fahrenheit 451,teamblack | chiscifi | stew
20089,1953,1953,1906,1953,m,us,11.81412532,0.95055335,1,1,"Brown, Fredric,",The lights in the sky are,teamred | chiscifi | stew | chirandom
20102,1953,1953,1905,1953,f,us,10.44681676,0.000809219,0,1,"Lasswell, Mary,",Tooner Schooner,teamred | chirandom
20106,1953,1953,1916,1953,m,us,11.46479273,0.998589539,1,1,"Lowndes, Robert W,",Mystery of the third mine,teamred | chiscifi
20114,1953,1953,1909,1953,m,us,11.92148601,0.951181098,1,1,"Pangborn, Edgar,",West of the sun,teamblack | chiscifi | stew | chirandom
20133,1954,1954,1915,1954,m,us,11.67284696,0.999864183,1,1,"Del Rey, Lester,",Step to the stars,teamblack | chiscifi
20136,1954,1954,1916,1954,m,us,14.63775465,0.007529969,0,1,"Foote, Shelby,",Jordan County,teamred | chirandom
20139,1954,1954,0,1954,m,us,10.61172801,0.538890872,1,1,"Heinlein, Robert A.",The star beast,teamblack | chiscifi | stew
20151,1954,1954,1912,1954,m,us,11.17910222,0.002205832,0,1,"Manfred, Frederick Feikem",Lord Grizzly,teamred | chirandom
20152,1954,1954,1926,1954,m,us,11.72877342,0.971244196,1,1,"Matheson, Richard,",I am legend,teamred | pbgothic | chiscifi | chihorror
20163,1954,1954,1916,1954,m,us,10.26550951,0.0050183,0,1,"Robbins, Harold,",Never leave me,teamblack | chirandom
20194,1955,1955,1912,1955,f,us,14.08438847,0.004983157,0,1,"McCarthy, Mary",A charmed life,teamred | chirandom
20222,1956,1956,1915,1956,m,us,11.6880071,0.9999594,1,1,"Del Rey, Lester,",Mission to the moon,teamblack | chiscifi
20233,1956,1956,1907,1956,m,us,11.42250089,0.613868773,1,1,"Heinlein, Robert A.",Double star,teamred | chiscifi | chirandom
20240,1956,1956,1916,1956,m,us,10.44079062,0.001383584,0,1,"MacDonald, John D.",You live once,teamblack | chirandom
20270,1957,1957,1928,1957,m,us,12.3379538,0.999903244,1,1,"Dick, Philip K,",Eye in the sky,teamblack | chiscifi | chirandom
20290,1957,1957,1897,1957,f,us,14.65656971,0.005478479,0,1,"Malvern, Gladys,",My lady: my love,teamblack | chirandom
20293,1957,1957,1911,1957,f,us,10.93947736,0.765988324,1,1,"Moore, C. L.",Doomsday morning,teamred | chiscifi
20335,1958,1958,1907,1958,f,us,12.2634494,0.007298346,0,1,"MacInnes, Helen,",North from Rome,teamblack | chirandom
20350,1958,1958,1912,1958,m,us,15.2200214,0.002739509,0,1,"Taylor, Robert Lewis,",The travels of Jaimie McP,teamred | chirandom
20352,1958,1958,1932,1958,m,us,14.05948729,0.052378587,0,1,"Updike, John,",The poorhouse fair,teamblack | chirandom
20370,1959,1959,1905,1959,m,us,10.74148965,0.999171915,1,1,"Gantz, Kenneth Franklin,",Not in solitude,teamred | chiscifi
20374,1959,1959,1907,1959,m,us,11.6531933,0.919145117,1,1,"Heinlein, Robert A.",Starship troopers,teamblack | chiscifi | stew
20380,1959,1959,0,1959,f,us,11.59926807,0.001493588,0,1,"Kirkland, Elithe Hamilton",Love is a wild assault,teamblack | chirandom
20390,1959,1959,1903,1959,f,us,14.51878668,0.010217197,0,1,"Nin, Anais,",Children of the albatross,teamred | chirandom
20414,1960,1960,1907,1960,f,us,12.70653789,0.068138881,0,1,"MacInnes, Helen,",Decision at Delphi,teamblack | chirandom
20427,1960,1960,1928,1960,m,us,12.71935827,0.972894122,1,1,"Sheckley, Robert,",Store of infinity,teamblack | chiscifi
20428,1960,1960,1926,1960,m,us,13.7228048,0.141024966,0,1,"Sigal, Clancy,",Weekend in Dinlock,teamblack | chirandom
20450,1961,1961,1920,1961,m,us,11.80969038,0.999672041,1,1,"Galouye, Daniel F,",Dark universe,teamred | chiscifi | stew
20471,1961,1961,1916,1961,m,us,10.65924938,0.021960959,0,1,"Robbins, Harold,",The carpetbaggers,teamred | chirandom
20474,1961,1961,1886,1961,m,us,11.61613363,0.000606387,0,1,"Stout, Rex,",The final deduction,teamblack | chimyst | chirandom
20480,1962,1962,1920,1962,m,us,14.25770286,0.625146618,1,1,"Bradbury, Ray,",Something wicked this way,teamblack | chiscifi | chihorror
20481,1962,1962,1914,1962,m,us,9.986243661,0.999821746,0,1,"Burroughs, William S.",The ticket that exploded,teamblack | chirandom
20485,1962,1962,1906,1962,m,us,12.71668196,0.998736463,1,1,"Clifton, Mark,",When they come from space,teamblack | chiscifi
20496,1962,1962,1927,1962,m,us,12.11372623,0.998582248,1,1,"Garrett, Randall,",Unwise child,teamred | chiscifi | stew
20505,1962,1962,1918,1962,f,us,12.0495196,0.983980165,1,1,"L'Engle, Madeleine,",A wrinkle in time,teamblack | chifantasy | chiscifi
20526,1962,1962,1886,1962,m,us,11.81326447,0.000763864,0,1,"Stout, Rex,",Gambit,teamblack | chimyst | chirandom
20533,1963,1963,1900,1963,f,us,14.52469446,0.002085078,0,1,"Caldwell, Taylor,",Grandmother and the pries,teamblack | chirandom
20544,1963,1963,1922,1963,m,us,30.23659269,7.20E-05,0,1,"Kerouac, Jack,",Visions of Gerard,teamblack | chirandom
20563,1963,1963,1922,1963,m,us,12.14231905,0.060103184,1,1,"Vonnegut, Kurt,",Cat's Cradle,teamblack | chiscifi
20572,1964,1964,1914,1964,m,us,10.44470168,0.999945091,1,1,"Burroughs, William S.",Nova Express,teamblack | chiscifi
20573,1964,1964,1922,1964,m,us,13.07284481,0.999927959,1,1,"Clement, Hal,",Close to critical,teamblack | chiscifi
20582,1964,1964,1914,1964,m,us,15.06053519,0.361590291,0,1,"Fast, Howard,",Agrippa's daughter,teamblack | chirandom
20592,1964,1964,1932,1964,m,us,12.23994575,0.001725354,0,1,"Kim, Richard E.",The martyred,teamred | chirandom
20620,1965,1965,0,1965,m,guyana,12.3941917,0.000120569,0,1,"Braithwaite, E. R.  (Edwa",Choice of straws,teamblack | chirandom
20632,1965,1965,1928,1965,m,us,13.6582126,0.1139768,0,1,"Friedman, Sanford,",Totempole,teamblack | chirandom
20642,1965,1965,1916,1965,m,us,11.48515387,0.088039155,0,1,"MacDonald, John D.",A deadly shade of gold,teamred | chimyst | chirandom
20648,1965,1965,1925,1965,m,us,11.6244124,0.909186126,0,1,"Moore, Robin,",The green berets,teamblack | chirandom
20649,1965,1965,1899,1965,m,us,16.81825025,0.028509424,0,1,"Nabokov, Vladimir Vladimi",The eye,teamred | chirandom
20655,1965,1965,1919,1965,m,us,11.27953995,0.999992675,1,1,"Raphael, Rick,",Code three,teamred | chiscifi | stew
20673,1966,1966,1920,1966,m,us,12.49318102,0.999998511,1,1,"Asimov, Isaac,",Fantastic voyage,teamred | chiscifi | stew
20677,1966,1966,1922,1966,m,us,11.85326849,0.001528863,0,1,"Capps, Benjamin,",A woman of the people,teamred | chirandom
20683,1966,1966,1942,1966,m,us,11.93920038,0.996690231,1,1,"Delany, Samuel R,",Babel-17,teamred | chiscifi
20684,1966,1966,1928,1966,m,us,12.54105411,0.995042626,1,1,"Dick, Philip K,",Now wait for last year,teamblack | chiscifi | chirandom
20694,1966,1966,0,1966,m,us,11.9413093,0.999600988,1,1,"Herbert, Frank,",The eyes of Heisenberg,teamred | chiscifi
20709,1966,1966,1937,1966,m,us,15.24038291,0.737266009,0,1,"Pynchon, Thomas,",The crying of lot 49,teamblack | chirandom
20712,1966,1966,1911,1966,m,us,11.93317412,0.999819185,1,1,"Schmitz, James H.",The witches of Karres,teamred | chiscifi
20723,1966,1966,1937,1966,m,us,11.91299456,0.776114075,1,1,"Zelazny, Roger,",This immortal,teamblack | chifantasy | chiscifi
20727,1967,1967,1913,1967,f,us,11.65851967,0.000550432,0,1,"Braun, Lilian Jackson,",The cat who ate Danish mo,teamblack | chimyst | chirandom
20794,1968,1968,1927,1968,f,us,12.53329503,0.760387852,0,1,"Peters, Elizabeth,",The jackal's head,teamblack | chirandom
20819,1969,1969,1923,1969,m,us,13.61993715,0.884817087,1,1,"Davidson, Avram,",The phoenix and the mirro,teamblack | chiscifi
20820,1969,1969,1936,1969,f,us,12.88874737,0.001118898,0,1,"Davis, Gwen,",The pretenders,teamred | chirandom
20821,1969,1969,1928,1969,m,us,12.54167706,0.998691929,1,1,"Dick, Philip K,",Galactic pot-healer,teamred | chiscifi
20837,1969,1969,1899,1969,m,us,18.61740323,0.084443744,0,1,"Nabokov, Vladimir Vladimi",Ada,teamblack | chirandom
20842,1969,1969,1903,1969,m,us,11.49389026,0.00049821,0,1,"Pentecost, Hugh,",Girl watcher's funeral,teamblack | chimyst | stew | chirandom
20866,1970,1970,1926,1970,m,us,12.0295263,0.999807138,1,1,"Anderson, Poul,",Tau zero,teamblack | chiscifi | chirandom
20898,1970,1970,1944,1970,f,us,13.32791573,0.924294756,1,1,"Kurtz, Katherine,",Deryni rising,teamblack | chifantasy | chiscifi
20899,1970,1970,1908,1970,m,us,11.64462729,0.00473431,0,1,"L'Amour, Louis,",Galloway,teamred | chirandom
20919,1970,1970,1935,1970,m,us,13.16814197,0.998730494,1,1,"Silverberg, Robert,",Downward to the earth,teamblack | chiscifi
20956,1971,1971,0,1971,m,us,15.18511548,0.999864273,1,1,"Geissler, Ludwig A,",Looking beyond,chiutopia | teamred | chiscifi | stew
20961,1971,1971,1941,1971,m,us,12.09641963,0.974141926,1,1,"Hjortsberg, William,",Gray matters,teamred | chiscifi
21028,1972,1972,1921,1972,f,us,11.87419268,0.000150849,0,1,"Highsmith, Patricia,",A dog's ransom,crime | teamred | chirandom
21035,1972,1972,1929,1972,m,us,12.62230054,0.001883545,1,1,"Levin, Ira,",The Stepford wives,teamblack | chiscifi | chihorror
21043,1972,1972,1943,1972,m,us,15.0811863,0.00739596,0,1,"Millhauser, Steven,",Edwin Mullhouse,teamred | chirandom
21079,1973,1973,1914,1973,m,us,13.78821041,0.769885612,0,1,"Berryman, John,",Recovery,teamred | chirandom
21088,1973,1973,1916,1973,f,us,11.19343542,6.25E-05,0,1,"Davis, Dorothy Salisbury,",The little brothers,teamblack | chimyst | chirandom
21094,1973,1973,1933,1973,m,us,16.05682644,0.801035832,0,1,"Gardner, John,",Jason and Medeia,teamred | chifantasy | chirandom
21104,1959,1973,1909,1959,m,us,11.81090947,0.00372967,0,1,"Himes, Chester B.",The crazy kill,hardboiled | teamred | chimyst | chirandom
21114,1973,1973,1916,1973,m,us,11.24389095,0.124168604,0,1,"MacDonald, John D.",The scarlet ruse,teamred | chimyst | chirandom
21116,1973,1973,1939,1973,m,us,13.75468524,0.104479091,1,1,"Malzberg, Barry N,",Herovit's world,teamblack | chiscifi | chirandom
21126,1973,1973,1936,1973,f,us,11.10033197,0.000475242,0,1,"Piercy, Marge,",Small changes,teamred | chirandom
21142,1973,1973,1945,1973,m,us,12.2641673,0.905121096,0,1,"Spencer, Scott,",Last night at the brain t,teamblack | chirandom
21147,1973,1973,1922,1973,m,us,12.32009498,0.526425983,1,1,"Vonnegut, Kurt,",Breakfast of Champions,teamred | chiscifi
21187,1974,1974,1929,1974,f,us,13.62229859,0.924477077,1,1,"Le Guin, Ursula K.",The Dispossessed,chiutopia | teamred | chiscifi
21221,1974,1974,1933,1974,m,us,13.92603641,0.882612655,0,1,"Stark, Richard,",Butcher's moon,teamblack | crime | chirandom
21286,1975,1975,1935,1975,m,us,13.83099773,0.980802985,1,1,"Silverberg, Robert,",The stochastic man,teamblack | chiscifi | stew
21288,1975,1975,1944,1975,m,us,13.19785837,0.960021878,0,1,"Stasheff, Christopher,",The warlock in spite of h,teamblack | chifantasy | chirandom
