volid,dateused,pubdate,birthdate,firstpub,gender,nation,allwords,logistic,realclass,trainflag,author,title,genretags
20021,1951,1951,1916,1951,m,us,11.28810604,0.999893644,1,1,"MacDonald, John D.",Wine of the dreamers,chiscifi | stew | teamblack
20088,1953,1953,1920,1953,m,us,12.47769239,0.893087291,1,1,"Bradbury, Ray,",Fahrenheit 451,chiscifi | stew | teamblack
20139,1954,1954,0,1954,m,us,10.61172801,0.830562624,1,1,"Heinlein, Robert A.",The star beast,chiscifi | stew | teamblack
20374,1959,1959,1907,1959,m,us,11.6531933,0.872479052,1,1,"Heinlein, Robert A.",Starship troopers,chiscifi | stew | teamblack
21286,1975,1975,1935,1975,m,us,13.83099773,0.998299053,1,1,"Silverberg, Robert,",The stochastic man,chiscifi | stew | teamblack
21611,1979,1979,1923,1979,m,us,12.45718598,0.999469836,1,1,"Dickson, Gordon R,",Masters of Everon,chiscifi | stew | teamblack
21981,1982,1982,1938,1982,f,us,12.63753571,0.811807492,1,1,"Lorrah, Jean,",Channel's destiny,chiscifi | stew | teamblack
22623,1987,1987,0,1987,f,us,13.36646672,0.996364696,1,1,"Bonanno, Margaret Wander,",Strangers from the sky,chiscifi | stew | teamblack
4655,1922,1922,1875,1922,m,us,13.25366315,0.998910946,1,1,"Burroughs, Edgar Rice,",The chessmen of Mars,chiscifi | stew | teamblack
21631,1979,1979,1947,1979,m,us,11.37418467,0.025912361,1,1,"King, Stephen,",The dead zone,chiscifi | stew | teamblack | chihorror
20044,1952,1952,1920,1952,m,us,12.97574842,0.999598302,1,1,"Asimov, Isaac,",Foundation and empire,chiscifi | stew | teamblack | chirandom
20079,1952,1952,1922,1952,m,us,13.83417195,0.511228416,1,1,"Vonnegut, Kurt,",Player piano,chiscifi | stew | teamblack | chirandom
20114,1953,1953,1909,1953,m,us,11.92148601,0.988096384,1,1,"Pangborn, Edgar,",West of the sun,chiscifi | stew | teamblack | chirandom
22340,1985,1985,1947,1985,m,us,12.2320985,0.986412536,1,1,"Effinger, George Alec,",The nick of time,chiscifi | stew | teamblack | chirandom
23231,1989,1989,1954,1989,m,us,11.65711846,0.999068398,1,1,"Weinstein, Howard,",Power hungry,chiscifi | stew | teamblack | chirandom
21417,1977,1977,1947,1977,m,us,12.07238043,0.999347051,1,1,"Donaldson, Stephen R,",The power that preserves,chiscifi | stew | teamblack | chirandom | chifantasy
10053,1928,1928,1875,1928,m,us,13.99386406,0.999916145,1,1,"Burroughs, Edgar Rice,",The master mind of Mars,chiscifi | teamblack
10090,1931,1931,1887,1931,m,us,10.96691707,0.999999699,1,1,"Cummings, Ray,",Brigands of the moon,chiscifi | teamblack
10337,1930,1930,1891,1930,m,us,13.92361386,0.999998007,1,1,"Kline, Otis Adelbert,",The prince of peril,chiscifi | teamblack
10355,1931,1931,1896,1931,m,us,11.70520579,0.999217579,1,1,"Leinster, Murray,",Murder madness,chiscifi | teamblack
10361,1931,1931,1895,1931,m,us,13.1181613,0.848478605,1,1,"Schuyler, George S.",Black no more,chiscifi | teamblack
10808,1946,1946,1887,1946,m,us,10.85026566,0.999983757,1,1,"Cummings, Ray,",The shadow girl,chiscifi | teamblack
10968,1949,1949,1896,1949,m,us,12.76713145,0.999992222,1,1,"Zagat, Arthur Leo,",Seven out of time,chiscifi | teamblack
11096,1949,1949,1903,1949,m,uk,13.3708263,0.996883428,1,1,"Orwell, George,",Nineteen eighty-four,chiscifi | teamblack
11226,1928,1928,1873,1928,m,au,13.4148941,0.991800922,1,1,"Cox, Erle,",Out of the silence,chiscifi | teamblack
20065,1952,1952,1915,1952,m,us,10.78752884,0.998741025,1,1,"Jones, Raymond F.",Son of the stars,chiscifi | teamblack
20133,1954,1954,1915,1954,m,us,11.67284696,0.999823386,1,1,"Del Rey, Lester,",Step to the stars,chiscifi | teamblack
20222,1956,1956,1915,1956,m,us,11.6880071,0.999976292,1,1,"Del Rey, Lester,",Mission to the moon,chiscifi | teamblack
20427,1960,1960,1928,1960,m,us,12.71935827,0.998614404,1,1,"Sheckley, Robert,",Store of infinity,chiscifi | teamblack
20485,1962,1962,1906,1962,m,us,12.71668196,0.999760907,1,1,"Clifton, Mark,",When they come from space,chiscifi | teamblack
20563,1963,1963,1922,1963,m,us,12.14231905,0.078436812,1,1,"Vonnegut, Kurt,",Cat's Cradle,chiscifi | teamblack
20572,1964,1964,1914,1964,m,us,10.44470168,0.999999419,1,1,"Burroughs, William S.",Nova Express,chiscifi | teamblack
20573,1964,1964,1922,1964,m,us,13.07284481,0.999955663,1,1,"Clement, Hal,",Close to critical,chiscifi | teamblack
20819,1969,1969,1923,1969,m,us,13.61993715,0.979342358,1,1,"Davidson, Avram,",The phoenix and the mirro,chiscifi | teamblack
20919,1970,1970,1935,1970,m,us,13.16814197,0.999944019,1,1,"Silverberg, Robert,",Downward to the earth,chiscifi | teamblack
21351,1976,1976,1938,1976,m,us,10.50571762,0.999989418,1,1,"Niven, Larry,",A world out of time,chiscifi | teamblack
21412,1977,1977,1928,1977,m,us,12.81409114,0.768791917,1,1,"Dick, Philip K,",A scanner darkly,chiscifi | teamblack
21670,1979,1979,0,1979,m,us,12.5237413,0.923163343,1,1,"Schulman, J. Neil 1953-",Alongside night,chiscifi | teamblack
21876,1981,1981,1938,1981,m,us,11.29397002,0.981751473,1,1,"Niven, Larry,",Dream Park,chiscifi | teamblack
21929,1982,1982,1945,1982,m,us,13.82506191,0.980537194,1,1,"Bishop, Michael,",No enemy but time,chiscifi | teamblack
22103,1983,1983,1931,1983,f,us,11.9494911,0.99387682,1,1,"May, Julian,",The nonborn king,chiscifi | teamblack
22305,1985,1985,1941,1985,m,us,11.98113002,0.99639069,1,1,"Benford, Gregory,",Artifact,chiscifi | teamblack
23487,1957,1957,1915,1957,m,uk,11.67962483,0.999992063,1,1,"Hoyle, Fred,",The black cloud,chiscifi | teamblack
4528,1921,1921,1875,1921,m,us,13.24755509,0.009692446,1,1,"Burroughs, Edgar Rice,",The mucker,chiscifi | teamblack
10357,1931,1931,1884,1931,m,us,12.68742166,0.999639573,1,1,"Merritt, Abraham,",The face in the abyss,chiscifi | teamblack | chifantasy
10362,1931,1931,1892,1931,m,us,11.79176168,0.182418724,1,1,"Smith, Thorne,",The night life of the god,chiscifi | teamblack | chifantasy
11274,1901,1929,1865,1901,m,uk,26.63508406,0.926342424,1,1,"Shiel, M. P.",The purple cloud,chiscifi | teamblack | chifantasy
11778,1945,1945,1898,1945,m,uk,12.22134028,0.549132851,1,1,"Lewis, C. S.",That hideous strength,chiscifi | teamblack | chifantasy
20505,1962,1962,1918,1962,f,us,12.0495196,0.976108092,1,1,"L'Engle, Madeleine,",A wrinkle in time,chiscifi | teamblack | chifantasy
20723,1966,1966,1937,1966,m,us,11.91299456,0.765740578,1,1,"Zelazny, Roger,",This immortal,chiscifi | teamblack | chifantasy
20898,1970,1970,1944,1970,f,us,13.32791573,0.869392163,1,1,"Kurtz, Katherine,",Deryni rising,chiscifi | teamblack | chifantasy
20480,1962,1962,1920,1962,m,us,14.25770286,0.793443758,1,1,"Bradbury, Ray,",Something wicked this way,chiscifi | teamblack | chihorror
21035,1972,1972,1929,1972,m,us,12.62230054,0.003890973,1,1,"Levin, Ira,",The Stepford wives,chiscifi | teamblack | chihorror
10526,1937,1937,1866,1937,m,us,13.49520649,0.999997038,1,1,"Pseudoman, Akkad,",Zero to eighty,chiscifi | teamblack | chirandom
11013,1950,1950,1912,1950,m,us,12.28737137,0.92185663,1,1,"Van Vogt, A. E. 1912-2000",The house that stood stil,chiscifi | teamblack | chirandom
20270,1957,1957,1928,1957,m,us,12.3379538,0.999980628,1,1,"Dick, Philip K,",Eye in the sky,chiscifi | teamblack | chirandom
20684,1966,1966,1928,1966,m,us,12.54105411,0.999569099,1,1,"Dick, Philip K,",Now wait for last year,chiscifi | teamblack | chirandom
20866,1970,1970,1926,1970,m,us,12.0295263,0.999990552,1,1,"Anderson, Poul,",Tau zero,chiscifi | teamblack | chirandom
21116,1973,1973,1939,1973,m,us,13.75468524,0.387509051,1,1,"Malzberg, Barry N,",Herovit's world,chiscifi | teamblack | chirandom
22803,1987,1987,1953,1987,m,us,11.77390769,0.999910628,1,1,"Williams, Walter Jon,",Voice of the whirlwind,chiscifi | teamblack | chirandom
10096,1931,1931,1884,1931,m,us,12.68619097,0.999639094,1,1,"Merritt, Abraham,",Face in the abyss,chiscifi | teamred
10181,1946,1946,1905,1946,f,us,12.02241541,0.999160241,1,1,"Rand, Ayn,",Anthem,chiscifi | teamred
10476,1935,1935,1885,1935,m,us,16.85492821,0.078385473,1,1,"Lewis, Sinclair,",It can't happen here,chiscifi | teamred
10542,1938,1938,1875,1938,m,us,12.59475791,0.70929962,1,1,"Burroughs, Edgar Rice,",The lad and the lion,chiscifi | teamred
10834,1946,1946,1903,1946,m,us,12.89808714,0.999997452,1,1,"Wellman, Manly Wade,",The solar invasion,chiscifi | teamred
10874,1947,1947,1883,1947,,us,12.83529984,0.999657041,1,1,"Taine, John,",The forbidden garden,chiscifi | teamred
10917,1948,1948,1890,1948,m,us,14.88957978,0.999999999,1,1,"Smith, E. E.",Skylark three,chiscifi | teamred
11385,1932,1932,1886,1932,m,uk,16.08775865,0.999988787,1,1,"Stapledon, Olaf,",Last men in London,chiscifi | teamred
11552,1937,1937,1866,1937,m,uk,12.29748384,0.999987127,1,1,"Wells, H. G.",Star-begotten,chiscifi | teamred
11584,1938,1938,1894,1938,m,uk,15.22800114,0.037131565,1,1,"Priestley, J. B.",The doomsday men,chiscifi | teamred
11711,1942,1942,1886,1942,m,uk,14.74989584,0.999999998,1,1,"Stapledon, Olaf,",Darkness and the light,chiscifi | teamred
11900,1949,1949,1874,1949,m,uk,16.46457573,0.999995519,1,1,"Wright, S. Fowler,",The Amphibians,chiscifi | teamred
11927,1950,1950,1886,1950,m,uk,14.25857589,0.15753432,1,1,"Stapledon, Olaf,",A man divided,chiscifi | teamred
20002,1951,1951,1920,1951,m,us,12.43894243,0.99980407,1,1,"Asimov, Isaac,",Foundation,chiscifi | teamred
20106,1953,1953,1916,1953,m,us,11.46479273,0.999174532,1,1,"Lowndes, Robert W,",Mystery of the third mine,chiscifi | teamred
20293,1957,1957,1911,1957,f,us,10.93947736,0.909799902,1,1,"Moore, C. L.",Doomsday morning,chiscifi | teamred
20370,1959,1959,1905,1959,m,us,10.74148965,0.999458759,1,1,"Gantz, Kenneth Franklin,",Not in solitude,chiscifi | teamred
20683,1966,1966,1942,1966,m,us,11.93920038,0.999759182,1,1,"Delany, Samuel R,",Babel-17,chiscifi | teamred
20694,1966,1966,0,1966,m,us,11.9413093,0.999962157,1,1,"Herbert, Frank,",The eyes of Heisenberg,chiscifi | teamred
20712,1966,1966,1911,1966,m,us,11.93317412,0.999971542,1,1,"Schmitz, James H.",The witches of Karres,chiscifi | teamred
20821,1969,1969,1928,1969,m,us,12.54167706,0.999759534,1,1,"Dick, Philip K,",Galactic pot-healer,chiscifi | teamred
20961,1971,1971,1941,1971,m,us,12.09641963,0.999324683,1,1,"Hjortsberg, William,",Gray matters,chiscifi | teamred
21147,1973,1973,1922,1973,m,us,12.32009498,0.879955768,1,1,"Vonnegut, Kurt,",Breakfast of Champions,chiscifi | teamred
21552,1978,1978,1946,1978,m,us,12.65273339,0.999749734,1,1,"Lustbader, Eric,",Shallows of night,chiscifi | teamred
21749,1980,1980,1938,1980,m,us,12.01740936,0.634520303,1,1,"Kurland, Michael,",The last President,chiscifi | teamred
21866,1981,1981,1948,1981,f,us,12.11313574,0.995949625,1,1,"McIntyre, Vonda N,",The entropy effect,chiscifi | teamred
22488,1986,1986,1923,1986,m,us,12.71490102,0.99999286,1,1,"Dickson, Gordon R,",The forever man,chiscifi | teamred
22878,1988,1988,1933,1988,f,us,16.91529703,0.817349103,1,1,"Engh, M. J,",Wheel of the winds,chiscifi | teamred
23117,1989,1989,1950,1989,m,us,11.51444834,0.999602022,1,1,"Jeter, K. W,",Farewell horizontal,chiscifi | teamred
10083,1930,1930,1875,1930,m,us,14.5930085,0.999980512,1,1,"Burroughs, Edgar Rice,",Tarzan at the earth's cor,chiscifi | teamred | chifantasy
10736,1944,1944,1875,1944,m,us,13.11078578,0.999096722,1,1,"Burroughs, Edgar Rice,",Land of terror,chiscifi | teamred | chifantasy
11242,1928,1928,1874,1928,m,uk,12.89773628,0.964669337,1,1,"Wright, S. Fowler,",The island of Captain Spa,chiscifi | teamred | chifantasy
21304,1976,1976,1947,1976,f,us,11.23203472,0.99873749,1,1,"Butler, Octavia E,",Patternmaster,chiscifi | teamred | chifantasy
21443,1977,1977,1910,1977,m,us,14.91892295,0.927890449,1,1,"Leiber, Fritz,",Our lady of darkness,chiscifi | teamred | chifantasy
21672,1979,1979,1944,1979,m,us,12.70513191,0.998925163,1,1,"Stasheff, Christopher,",A wizard in Bedlam,chiscifi | teamred | chifantasy
22168,1984,1984,1942,1984,f,us,11.49833039,0.933493766,1,1,"Cherryh, C. J,",Chanur's venture,chiscifi | teamred | chifantasy
22960,1988,1988,1954,1988,m,us,12.31799306,0.501577002,1,1,"Rosenberg, Joel,",Not for glory,chiscifi | teamred | chifantasy
23165,1989,1989,1952,1989,m,us,14.51769239,0.180731478,1,1,"Powers, Tim,",The stress of her regard,chiscifi | teamred | chifantasy
23191,1989,1989,1931,1989,m,us,11.8687671,0.977485184,1,1,"Shatner, William,",TekWar,chiscifi | teamred | chimyst
10679,1942,1942,1884,1942,m,us,11.72637957,0.758459663,1,1,"Merritt, Abraham,",Burn: witch: burn!,chiscifi | teamred | chimyst | stew
10853,1947,1947,0,1947,m,us,11.40549556,0.998722247,1,1,"Heinlein, Robert A.",Rocket ship Galileo,chiscifi | teamred | chirandom
20026,1951,1951,1910,1951,m,us,13.15785197,0.986339783,1,1,"Merwin, Sam,",The house of many worlds,chiscifi | teamred | chirandom
20233,1956,1956,1907,1956,m,us,11.42250089,0.611251409,1,1,"Heinlein, Robert A.",Double star,chiscifi | teamred | chirandom
21423,1977,1977,1946,1977,m,us,12.24112973,0.999994162,1,1,"Foster, Alan Dean,",The end of the matter,chiscifi | teamred | chirandom
21967,1982,1982,1911,1982,m,us,10.9003249,0.999002403,1,1,"Hubbard, L. Ron,",Battlefield earth,chiscifi | teamred | chirandom
Derleth1948,1948,1948,1909,1948,m,us,13.04004902,0.659418014,1,1,"Derleth, August,",Two stories by Derleth,chiscifi | teamred | pbgothic
20152,1954,1954,1926,1954,m,us,11.72877342,0.879594161,1,1,"Matheson, Richard,",I am legend,chiscifi | teamred | pbgothic | chihorror
22193,1984,1984,1948,1984,m,us,12.30054087,0.979639867,1,1,"Gibson, William",Neuromancer,chiscifi | teamred | pbgothic | stew
10008,1923,1923,1875,1923,m,us,12.75302857,0.999666218,1,1,"Burroughs, Edgar Rice,",Pellucidar,chiscifi | teamred | stew
10301,1929,1929,1875,1929,m,us,13.97207528,0.99860288,1,1,"Burroughs, Edgar Rice,",Tanar of Pellucidar,chiscifi | teamred | stew
10302,1929,1929,1875,1929,m,us,13.54089876,0.999028194,1,1,"Burroughs, Edgar Rice,",The monster men,chiscifi | teamred | stew
10336,1930,1930,1891,1930,m,us,15.17521985,0.99999999,1,1,"Kline, Otis Adelbert,",Maza of the moon,chiscifi | teamred | stew
10645,1941,1941,1884,1941,m,us,13.05139669,0.99999998,1,1,"Merritt, Abraham,",The metal monster,chiscifi | teamred | stew
